Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Undergrad Population,Average Cost,Average Faculty Salary,Median Debt,Average Age of Entry,Average Family Income,Median Family Income,Number of Unemployed,Mean Earnings,Median Earnings
Southern University at New Orleans,3,4,Public,Southeast,Large City,0.4888,17,808,1782,10889,5830,18442,24.86000061,19767.87,16097,151,28300,26100
Southern Utah University,3,4,Public,Rocky Mountains,Remote Town,0.5709,23,1066,5620,18042,6526,8250,22.5,45460.22,30660.5,395,36700,34000
Southern Wesleyan University,3,4,Private,Southeast,Large Suburb,0.937,19,916,1314,31054,5258,23375,30.71999931,53760.74,43811,85,42200,36800
Southwest Baptist University,3,4,Private,Great Plains,Distant Town,0.9022,23,1062,2515,28948,5605,14250,23.54999924,55704.96,45779.5,136,33600,30300
Southwest Minnesota State University,3,4,Public,Great Plains,Remote Town,0.6546,22,1010,2426,19109,8030,15750,21.85000038,62197.6,56016,63,36600,34900
Southwestern Assemblies of God University,3,4,Private,Southwest,Large Suburb,0.3486,0,0,1669,29652,5329,16970,22.86000061,53136.81,40330,85,32900,29600
Southwestern College,3,4,Private,Great Plains,Distant Town,0.8968,23,1036,1332,36472,5689,19192,27.27000046,61741.56,52868,40,47400,42500
Southwestern Oklahoma State University,3,4,Public,Southwest,Remote Town,0.9026,21,990,3985,16660,6233,10500,22.55999947,45688.93,35512,266,44100,35200
Southwestern University,3,3,Private,Southwest,Large Suburb,0.5217,26,1168,1528,46789,7926,20644,19.54000092,106019.52,95160,34,47400,41700
Spalding University,3,4,Private,Southeast,Large City,0.8108,20,952,1277,31021,7132,19118,28.37000084,45742.79,33377.5,41,44000,40300
Spelman College,3,3,Private,Southeast,Large City,0.3802,22,1024,2129,41635,7514,25500,19.94000053,71841.55,54315,32,43400,40600
Spring Arbor University,3,4,Private,Great Lakes,Small Suburb,0.6505,23,1069,2860,32709,4953,20729,28.61000061,62085.86,55009.5,154,39100,34800
Spring Hill College,3,4,Private,Southeast,Mid-size City,0.4627,24,1100,1269,43325,6057,20500,21.48999977,78659.44,58994,33,40000,37500
Springfield College,3,4,Private,New England,Mid-size City,0.6992,23,1029,2157,44829,8240,20500,28.63999939,66949.79,50430,165,43600,39900
St Bonaventure University,3,4,Private,Mid-Atlantic,Remote Town,0.7999,24,1075,1787,41265,6445,21501,19.62999916,95765.22,85354,44,41500,38400
St Catherine University,3,4,Private,Great Plains,Large City,0.6089,23,1051,3479,43356,6737,22697,25.26000023,66972.65,52083.5,120,46500,43700
St Francis College,3,4,Private,Mid-Atlantic,Large City,0.6433,0,940,2725,24739,8739,15347.5,21.76000023,49748.71,34186,109,44600,39300
St John's University-New York,3,4,Private,Mid-Atlantic,Large City,0.5316,24,1093,11147,50233,11777,20000,19.69000053,65214.94,49731,429,54700,48000
St Lawrence University,3,4,Private,Mid-Atlantic,Remote Town,0.4643,0,0,2391,57423,8789,26000,19.45999908,104815.97,90213,47,45600,41800
St Mary's College of Maryland,3,4,Public,Mid-Atlantic,Small Suburb,0.7204,28,1221,1794,29174,6981,19130,19.67000008,107725.72,103581.5,39,44300,42900
St Mary's University,3,4,Private,Southwest,Large City,0.5823,23,1050,2390,35160,9441,20000,20.92000008,60439.11,44525.5,69,44400,40800
St Olaf College,3,3,Private,Great Plains,Distant Town,0.5919,29,1290,3079,50550,8527,25000,19.44000053,118248.44,98006,55,46000,40200
St Thomas Aquinas College,3,4,Private,Mid-Atlantic,Large Suburb,0.8224,19,931,1279,36823,8773,15000,20.03000069,91067.71,80256,45,40700,39100
St Thomas University,3,4,Private,Southeast,Large Suburb,0.4567,19,904,1035,37090,9486,16500,25.69000053,50272.73,35584,79,53300,41600
Stanford University,3,4,Private,Far West,Large Suburb,0.0569,33,1466,6980,58408,19862,11500,21.61000061,83177.59,53935.5,127,109200,76500
State University of New York at New Paltz,3,4,Public,Mid-Atlantic,Large Suburb,0.4359,25,1129,6397,20428,6719,17500,21.05999947,73261.15,59391,176,41100,38500
Stephen F Austin State University,3,4,Public,Southwest,Fringe Rural,0.5687,22,998,10715,21909,7087,16074,21.79000092,60300.43,45665,321,39800,36800
Stetson University,3,4,Private,Southeast,Mid-size Suburb,0.5925,26,1168,2711,49939,9877,18050,20.70999908,83620.71,64137,68,40300,36500
Stevens Institute of Technology,3,4,Private,Mid-Atlantic,Large Suburb,0.3816,30,1305,2662,59479,9474,26500,19.54000092,99419.73,87408,31,78600,79200
Stevenson University,3,4,Private,Mid-Atlantic,Fringe Rural,0.5959,21,990,3923,38785,9724,18197.5,21.07999992,83267.03,77520,52,47900,45800
Stonehill College,3,3,Private,New England,Large Suburb,0.7091,25,1133,2473,50677,8602,26000,19.48999977,123576.33,116545,36,57300,51700
Stony Brook University,3,4,Public,Mid-Atlantic,Large Suburb,0.3948,28,1253,15724,20611,10346,17000,20.70000076,61963.11,42408,473,51600,48200
Suffolk University,3,4,Private,New England,Large City,0.825,23,1014,5535,45280,8494,21032,20.51000023,79950.51,64594,140,50900,46000
Sul Ross State University,3,4,Public,Southwest,Remote Town,0.522,18,865,2000,17254,6180,10250,23.60000038,34295.12,23682,130,36000,33000
SUNY at Albany,3,4,Public,Mid-Atlantic,Small City,0.5545,24,1102,12542,21249,9423,16750,20.29999924,74245.98,60558,310,47600,44100
SUNY at Binghamton,3,4,Public,Mid-Atlantic,Mid-size Suburb,0.4287,29,1297,12940,21966,9059,17750,20.30999947,75078.96,57865.5,252,55900,52100
SUNY at Fredonia,3,4,Public,Mid-Atlantic,Distant Town,0.5154,24,1056,5049,20802,6817,19000,19.93000031,79864.05,75269.5,124,37100,35700
SUNY at Purchase College,3,4,Public,Mid-Atlantic,Large Suburb,0.3319,24,1082,4017,22381,7092,19750,20.61000061,78438.02,63153,159,33800,30900
SUNY College at Brockport,3,4,Public,Mid-Atlantic,Fringe Town,0.4774,24,1069,7040,19511,7181,17750,21.45000076,68780.73,62559,179,39900,37600
SUNY College at Cortland,3,4,Public,Mid-Atlantic,Distant Town,0.4683,23,1058,6394,21840,6517,18750,20.27000046,82229.52,77274.5,97,41100,40400
SUNY College at Geneseo,3,4,Public,Mid-Atlantic,Distant Town,0.4566,28,1274,5463,21004,7177,18500,19.81999969,89014.11,84076,82,44500,42500
SUNY College at Old Westbury,3,4,Public,Mid-Atlantic,Large Suburb,0.5804,21,998,4045,15888,8055,13821,22.04999924,44887.77,34319,153,42100,39000
SUNY College at Oswego,3,4,Public,Mid-Atlantic,Distant Town,0.4863,24,1110,7245,21222,6733,18750,20.69000053,70031.26,63043,219,39200,36400
SUNY College at Plattsburgh,3,4,Public,Mid-Atlantic,Distant Town,0.4564,22,1026,5494,20371,6830,18750,20.92000008,74172.36,65821,157,38800,36600
SUNY College at Potsdam,3,4,Public,Mid-Atlantic,Remote Town,0.6837,0,0,3683,19829,6194,19500,20.72999954,67792.03,61089,158,35100,33700
SUNY College of Environmental Science and Forestry,3,4,Public,Mid-Atlantic,Mid-size City,0.5052,25,1155,1694,22550,8282,17124,21.02000046,76789.5,67355,57,41800,38200
SUNY Empire State College,3,4,Public,Mid-Atlantic,Small Suburb,0.8053,0,0,9793,19755,6407,16244.5,34.06999969,41035.38,32531.5,567,43500,38700
SUNY Institute of Technology at Utica-Rome,3,4,Public,Mid-Atlantic,Mid-size Suburb,0.4754,24,1053,1714,19843,8487,13193.5,24.18000031,53549.49,40836.5,68,47800,44800
SUNY Maritime College,3,4,Public,Mid-Atlantic,Large City,0.6396,23,1056,1565,21493,6536,21980,20.54999924,83846.41,79477.5,16,70000,68300
SUNY Oneonta,3,4,Public,Mid-Atlantic,Remote Town,0.5073,24,1097,5759,20762,6242,20500,20.10000038,79989.41,72432,161,40000,37300
Susquehanna University,3,3,Private,Mid-Atlantic,Distant Town,0.7233,25,1129,2138,49025,7970,21000,19.70999908,101249.96,89238,27,50500,47100
Swarthmore College,3,3,Private,Mid-Atlantic,Large Suburb,0.1432,33,1442,1524,58481,12138,17718.5,19.29000092,104516.71,89473,24,52000,41300
Syracuse University,3,4,Private,Mid-Atlantic,Mid-size City,0.4949,26,1158,14738,55600,10822,27000,20.01000023,98994.29,80005.5,201,54800,50800
Tarleton State University,3,4,Public,Southwest,Remote Town,0.5682,21,984,11328,17709,7074,13118,23.17000008,54294.39,42847,299,40700,37900
Taylor University,3,4,Private,Great Lakes,Distant Town,0.876,28,1214,1873,38845,6365,20500,20.87000084,82840.55,71404,84,35500,32800
Temple University,3,4,Public,Mid-Atlantic,Large City,0.6387,25,1121,27511,27247,9648,21700,21.32999992,70311.21,56155,861,49500,43600
Tennessee Technological University,3,4,Public,Southeast,Remote Town,0.9316,23,1071,9827,19900,7551,11000,21.72999954,58081.46,45109,208,37800,34400
Tennessee Wesleyan College,3,3,Private,Southeast,Distant Town,0.713,22,1006,1068,28119,4834,14500,22.87000084,57290.57,45726.5,35,37900,34600
Texas A & M International University,3,4,Public,Southwest,Mid-size City,0.4785,18,892,6560,15272,7689,11250,22.76000023,31619.88,23615.5,120,42600,41100
Texas A & M University-College Station,3,4,Public,Southwest,Small City,0.6947,26,1182,43931,20819,10287,16566.5,20.13999939,83346.84,71288,628,56300,49000
Texas A & M University-Commerce,3,4,Public,Southwest,Distant Town,0.6818,21,987,6951,18487,7743,15000,24.82999992,42985.83,32165,246,37500,35900
Texas A & M University-Corpus Christi,3,4,Public,Southwest,Large City,0.9258,20,960,9137,17782,7505,13500,22.51000023,51268.6,36327,230,41300,37800
Texas A & M University-Kingsville,3,4,Public,Southwest,Distant Town,0.881,19,895,9400,19721,7392,14695,23.45999908,38697.62,26861.5,277,40600,36400
Texas Christian University,3,4,Private,Southwest,Large City,0.4739,27,1206,8597,48189,10206,19500,20.54999924,103263.14,81852.5,136,50700,45800
Texas Lutheran University,3,4,Private,Southwest,Fringe Town,0.5087,23,1041,1295,35480,6626,17750,20.10000038,81310.81,68816.5,49,43200,38200
Texas Southern University,3,4,Public,Southwest,Large City,0.4503,17,832,6288,22311,7660,17311.5,21.97999954,31016.12,22626,589,31600,25900
Texas State University,3,4,Public,Southwest,Small Suburb,0.7508,23,1045,31005,19721,7528,15750,21.95000076,63447.41,48876,560,43300,40700
Texas Tech University,3,4,Public,Southwest,Mid-size City,0.663,25,1116,26809,20900,8757,17750,20.59000015,82825.99,69477,530,49800,43900
Texas Wesleyan University,3,4,Private,Southwest,Large City,0.2992,21,997,1719,30696,6803,19500,24.98999977,50520,36026,56,40600,40700
Texas Woman's University,3,4,Public,Southwest,Mid-size City,0.8603,20,953,9220,16345,7511,14385,24.79000092,50453.77,36226,211,44700,41900
The College of Idaho,3,4,Private,Rocky Mountains,Mid-size Suburb,0.905,24,1070,1086,34555,5969,20000,20.35000038,82263.55,65590,23,38100,34900
The College of New Jersey,3,4,Public,Mid-Atlantic,Large Suburb,0.4311,0,1235,6446,28943,9518,21500,19.88999939,103967.08,96654.5,67,53500,52000
The College of New Rochelle,3,4,Private,Mid-Atlantic,Large Suburb,0.5695,24,986,3207,43273,8030,16000,32.36000061,25320.42,18962,558,36400,33300
The College of Saint Rose,3,4,Private,Mid-Atlantic,Small City,0.7751,0,0,2792,40267,6788,19808.5,20.42000008,82821.55,78174,63,39300,39400
The College of Saint Scholastica,3,4,Private,Great Plains,Small City,0.7265,24,1085,2858,40685,6904,19310.5,24.05999947,71064.65,63879,77,49300,46300
The College of Wooster,3,3,Private,Great Lakes,Distant Town,0.5633,28,1231,2070,51300,8007,20490,19.36000061,99900.84,88881.5,32,43600,39900
The Evergreen State College,3,4,Public,Far West,Mid-size Suburb,0.9709,24,1081,4017,21433,7679,14830,26.31999969,46014.99,26490,303,31700,28900
The Master's College and Seminary,3,4,Private,Far West,Large Suburb,0.6137,25,1104,1112,40815,7063,15750,21.97999954,77302.02,62514,68,42500,35400
The New School,3,4,Private,Mid-Atlantic,Large City,0.6659,25,1131,6581,57203,9716,20500,22.92000008,73764.91,48618,294,46000,38200
The Richard Stockton College of New Jersey,3,4,Public,Mid-Atlantic,Mid-size Suburb,0.6211,22,1068,7491,26086,9242,18750,22.09000015,74404.92,64554.5,163,43700,42300
The Sage Colleges,3,4,Private,Mid-Atlantic,Small City,0.5664,0,0,1661,40437,5797,17750,23.57999992,61574.98,51423,73,38800,37200
The University of Alabama,3,4,Public,Southeast,Small City,0.5655,26,1171,28692,26717,9605,17750,20.77000046,74131.14,58976,318,44700,39200
The University of Findlay,3,4,Private,Great Lakes,Distant Town,0.6832,24,1083,2663,38941,7043,18770,21.67000008,75626.94,71474,89,42200,38700
The University of Montana,3,4,Public,Rocky Mountains,Small City,0.9423,24,1090,11630,17440,9948,15259.5,23.04000092,53798.72,36634,467,36200,30900
The University of Tampa,3,4,Private,Southeast,Large City,0.5221,24,1075,6476,37714,8424,17550.5,21.01000023,81805.23,66421,159,44000,40200
The University of Tennessee-Chattanooga,3,4,Public,Southeast,Mid-size City,0.7757,23,1069,10184,19192,7477,11420.5,21.47999954,56874.59,43600,179,36100,33300
The University of Tennessee-Knoxville,3,4,Public,Southeast,Mid-size City,0.7249,27,1199,20948,24746,9976,15250,21.12000084,72817.34,55229,435,48300,39000
The University of Tennessee-Martin,3,4,Public,Southeast,Remote Town,0.7668,23,1050,6554,16227,6882,15134.5,21.96999931,52149.54,41497,184,34900,32000
The University of Texas at Arlington,3,4,Public,Southwest,Large City,0.5998,23,1077,25415,21420,8272,12834,23.21999931,51136.11,36358,631,46100,42900
The University of Texas at Austin,3,4,Public,Southwest,Large City,0.4019,28,1262,39323,25176,10900,20500,20.18000031,79614.32,62086,643,58900,48600
The University of Texas at Dallas,3,4,Public,Southwest,Mid-size City,0.5857,28,1262,13042,22381,12416,15080.5,23.36000061,54836.23,39445.5,275,51200,46800
The University of Texas at El Paso,3,4,Public,Southwest,Large City,0.9981,20,923,19527,15272,8167,12500,22.97999954,31959.81,22907,525,37300,34300
The University of Texas at San Antonio,3,4,Public,Southwest,Large City,0.7327,23,1050,23840,18936,9272,16490,22.20000076,53600.77,38470,717,42200,39700
The University of Texas at Tyler,3,4,Public,Southwest,Small City,0.8203,23,1064,5338,19366,7291,13000,23.94000053,48054.63,34405,203,45100,39200
The University of Texas of the Permian Basin,3,4,Public,Southwest,Mid-size City,0.8401,21,1008,2947,14292,7196,9015.5,25.09000015,40708.66,29706,144,41900,39100
The University of Texas-Pan American,3,4,Public,Southwest,Small City,0.6217,20,937,17200,11601,7552,9621,21.73999977,29912.15,21957,503,37600,36500
The University of the Arts,3,4,Private,Mid-Atlantic,Large City,0.7539,22,1010,1865,52401,6980,25394,19.88999939,93270.02,81397,101,29700,26600
The University of Virginia's College at Wise,3,3,Public,Southeast,Distant Town,0.7449,20,949,1585,18365,6928,12611,21.27000046,56884.88,48359.5,65,37500,35200
The University of West Florida,3,4,Public,Southeast,Small City,0.4808,24,1062,9906,18158,7392,12500,23.73999977,47671.85,34467,319,36200,33400
Thiel College,3,3,Private,Mid-Atlantic,Fringe Town,0.655,21,967,1045,39573,6301,20500,19.90999985,65321.99,57911,42,35100,33100
Thomas More College,3,4,Private,Southeast,Large Suburb,0.8775,23,1033,1208,36843,6325,19500,25.76000023,71968.41,66017.5,34,47800,41800
Tiffin University,3,4,Private,Great Lakes,Distant Town,0.3856,21,969,3309,34771,6822,12033,23.93000031,64758.72,56315,55,37100,34000
Touro College,3,4,Private,Mid-Atlantic,Large City,0.5866,0,0,6196,23347,7050,12000,26.85000038,25826.64,16612,1259,36800,27100
Towson University,3,4,Public,Mid-Atlantic,Small City,0.6034,23,1078,18534,21596,6670,15750,20.88999939,82801.58,71279.5,241,47700,45700
Transylvania University,3,3,Private,Southeast,Large City,0.9615,27,1213,1081,41374,8282,25000,19.45000076,96629.61,82262,15,39200,36800
Trevecca Nazarene University,3,4,Private,Southeast,Large City,0.772,23,1049,1448,30820,6337,16250,25.29999924,65129.33,58888,70,41900,36500
Trine University,3,4,Private,Great Lakes,Distant Town,0.7157,24,1095,1431,40679,7319,16950,23.34000015,64548.72,59270,70,41600,39200
Trinity Christian College,3,3,Private,Great Lakes,Large Suburb,0.9022,23,1053,1191,33611,6506,21411,23.80999947,78627.29,70413,64,40100,37800
Trinity College,3,4,Private,New England,Mid-size City,0.3178,27,1240,2239,59865,10884,19275,20.31999969,117428.63,87726,25,56000,50300
Trinity University,3,4,Private,Southwest,Large City,0.6393,29,1270,2127,46274,9715,18500,19.56999969,112397.83,101012.5,37,54600,49600
Trinity Washington University,3,4,Private,Mid-Atlantic,Large City,0.5231,0,0,1810,30144,6264,16375,25.15999985,44160.42,35959,51,39400,35500
Troy University,3,4,Public,Southeast,Fringe Rural,0.6821,21,990,16208,16877,5996,17750,27.53000069,38308.15,27401,602,36900,33800
Truman State University,3,4,Public,Great Plains,Remote Town,0.7219,28,1243,5482,19689,7038,17500,19.64999962,86263.68,80910,63,41200,38000
Tufts University,3,4,Private,New England,Large Suburb,0.1884,32,1428,5146,58752,11427,17300,21.42000008,86991.55,64738,95,69000,57400
Tulane University of Louisiana,3,4,Private,Southeast,Large City,0.2643,31,1341,8290,58904,10880,20001,22.81999969,78916.25,45863.5,217,63600,51200
Tusculum College,3,4,Private,Southeast,Distant Town,0.7225,21,961,1844,32783,4906,20070,27.25,50490.79,41744.5,110,38200,34900
Tuskegee University,3,4,Private,Southeast,Distant Town,0.3511,20,937,2584,32853,6679,23687.5,19.59000015,51894.99,39069,81,37100,30800
Union College,3,3,Private,Mid-Atlantic,Small City,0.3728,30,1313,2206,58023,10454,24334,19.45999908,113355.39,98739.5,24,59600,54700
Union University,3,4,Private,Southeast,Small City,0.7412,26,1174,2565,40415,7369,20750,24.01000023,65098.48,53200.5,60,44100,37700
Universidad Adventista de las Antillas,3,4,Private,Outlying Areas,Mid-size Suburb,0.8694,0,0,1261,13059,3092,7075,22.37999916,20654.97,17122.5,141,21100,17900
Universidad del Sagrado Corazon,3,4,Private,Outlying Areas,Large City,0.3186,0,0,5097,11651,3818,10500,21.20999908,23160.66,17577,457,20000,17100
Universidad Politecnica de Puerto Rico,3,4,Private,Outlying Areas,Large City,0.8889,0,0,3840,19369,3829,11000,22.14999962,26910.07,21569,415,28200,23400
University at Buffalo,3,4,Public,Mid-Atlantic,Large Suburb,0.5652,26,1158,19365,20885,10026,15200,20.78000069,68669.08,56636,449,50600,44500
University of Akron Main Campus,3,4,Public,Great Lakes,Mid-size City,0.9649,22,1016,19022,21338,9209,15000,22.92000008,53437.74,42489,748,35200,31800
University of Alabama at Birmingham,3,4,Public,Southeast,Mid-size City,0.8673,25,1146,11200,19990,10170,16250,22.67000008,49894.65,34909,387,42100,37200
University of Alabama in Huntsville,3,4,Public,Southeast,Mid-size City,0.8062,26,1180,5525,20306,9341,16500,23.19000053,54155.4,39766,151,45800,41500
University of Arizona,3,4,Public,Southwest,Large City,0.7692,24,1106,31399,23905,10320,13500,21.52000046,68621.67,46758,703,46400,40000
University of Arkansas,3,4,Public,Southeast,Small City,0.5858,26,1156,20776,19917,8902,14990,21.45999908,68151.74,52612,291,43700,39200
University of Arkansas at Little Rock,3,4,Public,Southeast,Mid-size City,0.5274,24,1077,8504,19894,7480,14250,25.13999939,37463.78,26332.5,432,34600,31600
University of Arkansas at Pine Bluff,3,4,Public,Southeast,Small City,0.277,18,842,2503,15414,5341,13698.5,21.51000023,30961.41,23857,169,27100,23700
University of Arkansas-Fort Smith,3,3,Public,Southeast,Small City,0.5736,22,1028,6508,14335,6658,8240,24.29000092,34268.8,25892,366,31400,28400
University of Baltimore,3,4,Public,Mid-Atlantic,Large City,0.7295,0,940,3479,24835,9786,16000,27.76000023,41904.98,31331,106,54400,49700
University of Bridgeport,3,4,Private,New England,Mid-size City,0.6385,20,923,2835,45640,7160,17500,24.61000061,48341.16,36730,72,40200,37600
University of California-Berkeley,3,4,Public,Far West,Mid-size City,0.18,30,1350,25951,32715,14652,14480,20.78000069,60121.12,39266,692,62500,53000
University of California-Davis,3,4,Public,Far West,Small Suburb,0.4521,26,1192,26483,31803,12065,13626.5,20.51000023,59783.54,41894,635,54800,48500
University of California-Irvine,3,4,Public,Far West,Mid-size City,0.4239,24,1122,23517,28980,12839,15500,20.19000053,67260.78,50385,471,52000,47100
University of California-Los Angeles,3,4,Public,Far West,Large City,0.2199,28,1289,28667,31474,15089,15200,20.92000008,54271.79,34557.5,693,60000,51000
University of California-Merced,3,4,Public,Far West,Fringe Rural,0.7551,21,1010,5837,30637,8657,14500,20.51000023,59783.54,41894,0,0,0
University of California-Riverside,3,4,Public,Far West,Large City,0.62,23,1078,18612,29787,11324,17000,20.07999992,57708.66,43078.5,479,43800,41100
University of California-San Diego,3,4,Public,Far West,Large City,0.375,28,1276,23792,29751,13126,18463,20.20000076,58621.21,41248,517,56800,50100
University of California-Santa Barbara,3,4,Public,Far West,Mid-size Suburb,0.4444,27,1212,19362,31913,13048,15000,20.04999924,70987.15,51240,428,50300,45600
University of California-Santa Cruz,3,4,Public,Far West,Small City,0.5991,23,1087,15695,33208,12110,16500,20.28000069,73778.36,58508,383,42200,37800
University of Central Arkansas,3,4,Public,Southeast,Small City,0.8997,23,1070,9261,17899,6434,11864,21.10000038,53694.68,39480,342,36300,33300
University of Central Florida,3,4,Public,Southeast,Large Suburb,0.4894,26,1175,50919,19815,8646,15000,22.14999962,54803.88,38367.5,781,42900,39300
University of Central Missouri,3,4,Public,Great Plains,Distant Town,0.8083,21,990,9160,18355,6867,15296,21.79000092,64575.93,56271,230,37000,33100
University of Central Oklahoma,3,4,Public,Southwest,Large Suburb,0.8398,22,1030,15119,16684,6382,12500,22.65999985,49363.75,36756.5,461,39600,35500
University of Charleston,3,4,Private,Southeast,Small City,0.6905,22,991,1373,32147,6012,10250,21.59000015,64873.01,56456,44,40800,37600
University of Chicago,3,4,Private,Great Lakes,Large City,0.0881,34,1504,5697,62425,16589,17610,21.80999947,75760.31,53224,150,86100,58700
University of Cincinnati-Main Campus,3,4,Public,Great Lakes,Large City,0.7325,25,1141,23360,25799,9079,15000,23,64379.94,50863,909,40300,36200
University of Colorado Boulder,3,4,Public,Rocky Mountains,Small City,0.8771,27,1192,25461,27854,10298,15000,20.63999939,96924.8,73526,547,47900,41600
University of Colorado Colorado Springs,3,4,Public,Rocky Mountains,Large City,0.91,23,1068,8888,16707,7285,12500,22.87000084,61852.58,48420,285,41300,37300
University of Colorado Denver,3,4,Public,Rocky Mountains,Large City,0.7587,23,1073,10470,18822,9364,16750,24.68000031,51853.53,36176,332,60300,50100
University of Connecticut,3,4,Public,New England,Large Suburb,0.5366,28,1233,17684,25786,11500,18983,20.12000084,94914.09,86510,320,54100,49700
University of Connecticut-Stamford,3,4,Public,New England,Mid-size City,0.4107,21,1017,1224,13028,14803,18983,20.12000084,94914.09,86510,320,54100,49700
University of Connecticut-Tri-Campus,3,4,Public,New England,Mid-size Suburb,0.4207,22,1015,2382,13099,12909,18983,20.12000084,94914.09,86510,320,54100,49700
University of Dallas,3,4,Private,Southwest,Mid-size City,0.9011,27,1216,1374,47437,7217,17625,20.42000008,102838.39,86001,57,42600,38600
University of Dayton,3,4,Private,Great Lakes,Mid-size City,0.5297,27,1181,7812,46250,8494,23250,19.75,122480.57,108917.5,100,49600,45900
University of Delaware,3,4,Public,Mid-Atlantic,Large Suburb,0.6468,27,1178,17729,21748,11834,21000,19.69000053,111960.94,102027,209,53300,50100
University of Denver,3,4,Private,Rocky Mountains,Large City,0.7673,28,1231,5505,53614,8914,20832,22.87000084,86015.75,55997.5,158,53700,47600
University of Detroit Mercy,3,4,Private,Great Lakes,Large City,0.6147,25,1142,2871,48027,8667,19300,24.95999908,58134.97,44772,108,48200,43000
University of Dubuque,3,4,Private,Great Plains,Small City,0.7742,20,926,1687,34206,6274,17114,20.95999908,64765.21,57825,39,35000,32900
University of Evansville,3,4,Private,Great Lakes,Mid-size City,0.8409,26,1147,2373,42674,7658,23638,20.48999977,80378.71,73591.5,54,41600,37000
University of Florida,3,4,Public,Southeast,Mid-size City,0.4655,29,1272,32346,20456,10498,14546,20.48999977,64142.77,45776.5,627,54600,46600
University of Georgia,3,4,Public,Southeast,Mid-size City,0.5608,28,1247,26120,21162,9015,16831,21.19000053,84425.2,69003,430,48800,42500
University of Great Falls,3,4,Private,Rocky Mountains,Small City,0.7272,0,0,1032,31310,4857,13554,24.40999985,44289.66,31885,68,32000,29800
University of Hartford,3,4,Private,New England,Mid-size City,0.6173,23,1053,5026,47368,8178,19944,20.14999962,95513.07,85192,139,41800,39400
University of Hawaii at Hilo,3,4,Public,Far West,Remote Town,0.752,21,967,3335,15284,8745,11293,23.12999916,46268.64,29592,203,33900,30400
University of Hawaii at Manoa,3,4,Public,Far West,Large City,0.8009,24,1087,14097,18491,10360,13750,22.32999992,54876.85,39485,400,43100,38500
University of Hawaii-West Oahu,3,3,Public,Far West,Large Suburb,0.7643,19,891,2192,9874,8488,8045,31.57999992,28664.54,21363,40,39000,37400
University of Houston,3,4,Public,Southwest,Large City,0.5841,25,1136,30357,22215,10569,14878,22.10000038,48647.14,33211,801,51000,45200
University of Houston-Downtown,3,4,Public,Southwest,Large City,0.9509,19,894,13297,18879,7279,13000,24.62000084,32529.26,24928.5,372,41300,38500
University of Idaho,3,4,Public,Rocky Mountains,Fringe Rural,0.6565,23,1070,8539,19700,7986,18550,21.45999908,64677.72,51484,303,41000,35800
University of Illinois at Chicago,3,4,Public,Great Lakes,Large City,0.714,24,1092,16601,25248,9797,14750,21.06999969,55560.29,41721,574,54400,47000
University of Illinois at Springfield,3,4,Public,Great Lakes,Mid-size City,0.5977,24,1085,2959,21385,7464,15000,25.20999908,54554.28,42542.5,68,42700,40000
University of Illinois at Urbana-Champaign,3,4,Public,Great Lakes,Small City,0.6239,29,1303,31663,28564,11576,19399,19.67000008,93333.2,85462,414,56900,50700
University of Indianapolis,3,4,Private,Great Lakes,Large City,0.8443,22,1018,4108,36158,6903,19200,23.12000084,68430.95,58141,89,39900,36700
University of Iowa,3,4,Public,Great Plains,Small City,0.8023,27,1208,21314,21832,10194,18692.5,20.95000076,83051.2,74267,303,51300,44000
University of Kansas,3,4,Public,Great Plains,Small City,0.9228,25,1145,18731,21971,9694,14799,20.82999992,85281.02,72937,339,47500,41600
University of Kentucky,3,4,Public,Southeast,Large City,0.6861,25,1140,21050,22420,9614,14000,21.12999916,71446.07,57564,413,45300,39300
University of La Verne,3,4,Private,Far West,Large Suburb,0.3895,23,1035,5128,45305,8605,22218,27.76000023,54488.73,39519,163,47900,45300
University of Louisiana at Lafayette,3,4,Public,Southeast,Mid-size City,0.593,23,1070,14261,15342,7568,13000,21.45999908,50339.7,35091,437,38800,34600
University of Louisiana at Monroe,3,4,Public,Southeast,Small City,0.7724,23,1050,5863,14925,6958,12708,22.34000015,43678.01,28606,328,41600,33700
University of Louisville,3,4,Public,Southeast,Large City,0.7112,25,1142,15023,21922,9373,13300,22.12000084,58745.22,45597.5,323,40200,35800
University of Maine,3,4,Public,New England,Small Suburb,0.8106,24,1085,8619,22461,8755,19200.5,20.77000046,68984.85,60423,217,41100,36500
University of Maine at Farmington,3,4,Public,New England,Remote Town,0.837,0,0,1858,20415,6447,21250,20.67000008,64481.77,58522,100,31100,30500
University of Mary,3,4,Private,Great Plains,Fringe Rural,0.8307,23,1046,1865,22936,6158,16435,23.40999985,65229.89,59522,49,46400,43200
University of Mary Hardin-Baylor,3,4,Private,Southwest,Small Suburb,0.8468,24,1069,3006,35000,7197,16500,22.09000015,68845.18,57382,131,39800,38000
University of Mary Washington,3,4,Public,Southeast,Mid-size Suburb,0.8096,24,1110,4303,21862,7702,16672,21.07999992,100623.97,94155.5,62,48000,44700
University of Maryland Eastern Shore,3,4,Public,Mid-Atlantic,Fringe Town,0.5502,18,871,3421,20587,7299,18071,20.20000076,51710.12,40227,131,35900,32800
